Protei,ProteinB,co_expression
Os05g0543200,Os05g0511500,0.5723
Os05g0543200,Os01g0180800,0.4833
Os03g0408500,Os01g0565600,0.0339
Os03g0408500,Os02g0601800,0.4887
Os03g0408500,Os03g0174600,0.1773
Os03g0408500,Os02g0631500,-0.1325
Os03g0408500,Os11g0267300,-0.1005
Os03g0408500,Os01g0777300,-0.2879
Os03g0408500,Os10g0564900,0.6176
Os08g0422200,Os10g0184300,-0.0384
Os03g0780800,Os11g0120600,0.6278
Os03g0780800,Os03g0232500,-0.1699
Os03g0780800,Os02g0510100,0.2366
Os03g0780800,Os04g0388900,0.6162
Os03g0780800,Os12g0595000,0.2678
Os03g0780800,Os01g0256400,0.635
Os03g0780800,Os05g0543700,-0.1075
Os03g0780800,Os02g0229000,0.4739
Os03g0780800,Os06g0555400,0.4919
Os03g0780800,Os12g0567700,0.2782
Os03g0780800,Os12g0535900,0.2977
Os03g0780800,Os03g0268200,-0.3407
Os03g0780800,Os08g0178300,-0.0497
Os03g0780800,Os01g0976000,-0.0487
Os03g0780800,Os03g0370000,0.1096
Os03g0780800,Os01g0815800,0.4801
Os03g0780800,Os07g0224000,0.5521
Os03g0780800,Os12g0137100,0.1533
Os03g0780800,Os07g0262200,0.5688
Os03g0780800,Os01g0694900,0.572
Os03g0780800,Os08g0547100,0.616
Os03g0780800,Os05g0160100,0.1891
Os03g0780800,Os05g0223300,0.334
Os03g0780800,Os12g0500700,0.5354
Os03g0780800,Os07g0134800,0.118
Os03g0780800,Os11g0309000,-0.1626
Os03g0780800,Os03g0290500,0.0468
Os03g0780800,Os02g0802400,-0.3677
Os03g0780800,Os06g0149400,0.5256
Os03g0780800,Os12g0613500,0.5119
Os03g0780800,Os07g0674200,0.3324
Os03g0780800,Os06g0154500,0.2683
Os03g0780800,Os07g0496000,0.442
Os03g0780800,Os03g0200500,0.4027
Os03g0780800,Os09g0482100,0.2205
Os03g0780800,Os06g0486000,0.0011
Os03g0780800,Os04g0304200,-0.6684
Os03g0780800,Os09g0453000,-0.0607
Os03g0780800,Os05g0274200,0.3413
Os03g0780800,Os07g0150100,-0.4363
Os03g0780800,Os08g0154600,0.3195
Os03g0780800,Os01g0769200,0.7523
Os03g0780800,Os01g0794800,-0.4218
Os03g0780800,Os03g0143100,0.0893
Os03g0780800,Os05g0511500,0.788
Os03g0780800,Os08g0557400,-0.4233
Os06g0555500,Os02g0478700,0.3837
Os06g0555500,Os07g0613300,-0.0442
Os06g0555500,Os07g0295000,0.3663
Os07g0184900,Os09g0543400,-0.2318
Os07g0184900,Os03g0748200,0.4266
Os07g0184900,Os06g0187100,0.3489
Os07g0184900,Os01g0683100,0.416
Os10g0189600,Os03g0139100,0.0816
Os10g0189600,Os02g0814700,0.0684
Os10g0189600,Os10g0466700,0.0084
Os10g0189600,Os02g0180000,0.0336
Os10g0189600,Os12g0174800,0.0588
Os10g0189600,Os04g0195000,0.1216
Os10g0189600,Os03g0363900,0.0881
Os10g0189600,Os02g0745700,-0.2161
Os10g0189600,Os04g0620400,0.001
Os10g0189600,Os05g0592500,0.3117
Os10g0189600,Os03g0281466,0.1062
Os10g0189600,Os01g0976000,-0.05
Os10g0189600,Os03g0856400,0.1976
Os10g0189600,Os06g0136500,0.1423
Os10g0189600,Os06g0727200,0.0697
Os10g0189600,Os03g0131200,-0.1646
Os10g0189600,Os01g0763100,0.1302
Os10g0189600,Os10g0406800,0.107
Os10g0189600,Os07g0449100,-0.2319
Os10g0189600,Os07g0688800,0.1449
Os10g0189600,Os10g0457600,0.2339
Os10g0189600,Os02g0666700,-0.0282
Os10g0189600,Os04g0486950,0.1057
Os10g0189600,Os12g0640800,0.0788
Os10g0189600,Os01g0862300,0.1738
Os10g0189600,Os08g0556500,0.0599
Os10g0189600,Os05g0540100,0.1502
Os10g0189600,Os03g0108400,0.0215
Os10g0189600,Os08g0120000,0.3614
Os10g0189600,Os03g0321800,0.0791
Os10g0189600,Os01g0778800,0.0291
Os10g0189600,Os01g0227300,-9.00E-04
Os10g0189600,Os01g0958900,0.0212
Os07g0575100,Os08g0116500,0.1015
Os07g0575100,Os01g0256400,0.3365
Os07g0575100,Os03g0667800,0.3324
Os07g0575100,Os04g0459600,0.2001
Os07g0575100,Os11g0309000,-0.1795
Os07g0575100,Os03g0290500,0.1065
Os07g0575100,Os09g0497400,0.3083
Os07g0575100,Os02g0246300,0.276
Os07g0575100,Os03g0200500,0.241
Os07g0575100,Os01g0686800,0.4032
Os07g0575100,Os03g0648400,-0.0286
Os10g0430200,Os02g0826500,-0.4749
Os10g0430200,Os09g0568400,-0.2657
Os10g0430200,Os03g0234200,-0.1503
Os10g0430200,Os03g0704000,0.6566
Os10g0430200,Os04g0482700,-0.2459
Os10g0430200,Os07g0603100,-0.5814
Os06g0583400,Os03g0276500,0.2698
Os06g0583400,Os05g0460000,0.109
Os06g0583400,Os06g0608600,0.0256
Os06g0583400,Os07g0158200,0.211
Os06g0583400,Os08g0484400,-0.1272
Os06g0583400,Os07g0479300,0.499
Os06g0583400,Os08g0323700,0.3982
Os06g0583400,Os02g0179100,-0.1287
Os06g0583400,Os02g0149800,0.0852
Os06g0583400,Os03g0363900,0.2925
Os06g0583400,Os07g0608800,0.0185
Os06g0583400,Os03g0286900,0.1026
Os06g0583400,Os06g0130000,0.2307
Os06g0583400,Os05g0543700,0.2376
Os06g0583400,Os02g0826500,0.5384
Os06g0583400,Os01g0190400,-0.0232
Os06g0583400,Os03g0773600,-0.1904
Os06g0583400,Os02g0762300,0.1965
Os06g0583400,Os03g0254800,0.0348
Os06g0583400,Os11g0153800,0.4796
Os06g0583400,Os09g0375000,0.0284
Os06g0583400,Os08g0326400,0.6925
Os06g0583400,Os09g0507800,0.5939
Os06g0583400,Os11g0546100,0.282
Os06g0583400,Os03g0334800,0.4744
Os06g0583400,Os02g0290600,0.2197
Os06g0583400,Os02g0119800,0.1996
Os06g0583400,Os06g0191200,0.3225
Os06g0583400,Os01g0938900,0.5304
Os06g0583400,Os05g0368300,0.4984
Os06g0583400,Os05g0160100,0.3088
Os06g0583400,Os02g0757900,0.4918
Os06g0583400,Os03g0294200,0.0802
Os06g0583400,Os02g0146600,0.5088
Os06g0583400,Os06g0701100,0.6106
Os06g0583400,Os04g0559800,0.1745
Os06g0583400,Os02g0193600,-0.0464
Os06g0583400,Os12g0497400,0.4691
Os06g0583400,Os04g0620400,0.1721
Os06g0583400,Os05g0592500,0.3006
Os06g0583400,Os03g0850100,-0.0127
Os06g0583400,Os07g0674200,0.5863
Os06g0583400,Os07g0617800,0.1419
Os06g0583400,Os06g0699200,-0.0844
Os06g0583400,Os07g0563700,0.2682
Os06g0583400,Os03g0262900,0.3633
Os06g0583400,Os07g0495900,0.573
Os06g0583400,Os07g0187900,-0.0379
Os06g0583400,Os11g0265400,0.4538
Os06g0583400,Os08g0322600,-0.046
Os06g0583400,Os07g0603100,0.3067
Os06g0583400,Os04g0498600,0.1114
Os06g0583400,Os12g0579000,0.4872
Os06g0583400,Os03g0337900,0.2669
Os07g0192300,Os01g0686800,0.7811
Os07g0192300,Os03g0195200,0.7198
Os07g0192300,Os02g0549600,0.5268
Os07g0192300,Os04g0430100,0.7875
Os07g0192300,Os01g0180800,0.5254
Os07g0455100,Os07g0674200,0.1835
Os07g0455100,Os02g0246300,0.3948
Os07g0455100,Os03g0157900,0.3586
Os01g0672700,Os03g0337800,0.1991
Os01g0672700,Os02g0503400,0.2824
Os01g0672700,Os04g0195000,0.2043
Os01g0672700,Os03g0831100,0.638
Os01g0672700,Os07g0301200,0.5159
Os01g0672700,Os02g0235600,0.3909
Os01g0672700,Os12g0188900,0.257
Os01g0672700,Os05g0557000,0.2825
Os01g0672700,Os01g0686800,0.2988
Os01g0672700,Os07g0661000,-0.2135
Os01g0672700,Os01g0180800,0.1218
Os01g0672700,Os03g0851000,0.3827
Os01g0672700,Os03g0100400,0.3982
Os03g0711800,Os07g0300900,0.2551
Os03g0711800,Os07g0262200,0.6069
Os03g0711800,Os03g0381200,0.3652
Os03g0711800,Os07g0414800,0.2225
Os03g0711800,Os03g0854300,0.5639
Os03g0711800,Os05g0100366,0.4283
Os03g0711800,Os01g0180800,0.4058
Os03g0711800,Os05g0219800,0.2192
Os03g0711800,Os01g0836400,0.3492
Os12g0566000,Os07g0512200,0.0983
Os12g0566000,Os03g0268200,-0.2458
Os12g0566000,Os10g0457600,0.279
Os12g0566000,Os02g0134300,-0.4978
Os12g0566000,Os02g0161900,0.1151
Os12g0566000,Os06g0681400,0.0485
Os12g0566000,Os01g0835000,0.5894
Os05g0210500,Os01g0665400,0.2465
Os05g0210500,Os05g0446300,-0.1121
Os05g0210500,Os03g0715500,-0.0177
Os05g0210500,Os05g0445500,-0.089
Os05g0210500,Os08g0447300,-0.0766
Os05g0210500,Os01g0815800,0.1982
Os05g0210500,Os07g0224000,0.3779
Os05g0210500,Os02g0290600,0.2562
Os05g0210500,Os02g0146600,0.0542
Os05g0210500,Os06g0701100,0.1392
Os05g0210500,Os12g0502500,0.079
Os05g0210500,Os10g0457500,0.1723
Os05g0210500,Os11g0309000,-0.1423
Os05g0210500,Os03g0290500,-0.0393
Os05g0210500,Os05g0176500,0.3732
Os05g0210500,Os03g0748400,0.3656
Os05g0210500,Os04g0304200,-0.5139
Os05g0210500,Os10g0564900,0.0252
Os05g0210500,Os05g0301700,0.1657
Os05g0210500,Os07g0486500,-0.4756
Os02g0700500,Os07g0164100,-0.1554
Os03g0576900,Os07g0164100,0.0521
Os02g0700500,Os08g0322600,-0.2124
Os03g0576900,Os08g0322600,-0.2057
Os03g0724100,Os02g0489400,-0.0986
Os03g0724100,Os04g0349500,-0.2476
Os03g0724100,Os02g0149800,0.2215
Os03g0724100,Os07g0647400,-0.1791
Os03g0724100,Os01g0673600,0.2376
Os03g0724100,Os05g0445500,-0.0129
Os03g0724100,Os04g0459600,-0.4714
Os03g0724100,Os02g0622300,-0.2048
Os03g0724100,Os03g0186800,-0.2806
Os03g0724100,Os03g0191400,0.3795
Os03g0724100,Os07g0496000,-0.0423
Os03g0724100,Os03g0262900,-0.0303
Os03g0724100,Os02g0531200,0.2109
Os03g0724100,Os03g0780800,-0.3368
Os03g0724100,Os05g0100366,-0.0849
Os06g0620600,Os01g0925000,-0.2088
Os06g0620600,Os06g0136500,0.165
Os06g0620600,Os11g0309000,0.3391
Os06g0620600,Os03g0290500,0.2778
Os06g0620600,Os02g0666800,0.1419
Os06g0620600,Os07g0617800,0.0559
Os06g0620600,Os07g0569500,0.2038
Os10g0545300,Os02g0510100,0.117
Os10g0545300,Os04g0388900,0.4386
Os10g0545300,Os07g0674200,0.186
Os10g0545300,Os05g0331200,-0.093
Os10g0545300,Os07g0295000,0.0521
Os09g0298400,Os05g0368300,0.4854
Os02g0497500,Os01g0841500,0.4011
Os02g0497500,Os10g0512100,-0.163
Os02g0497500,Os01g0271500,0.597
Os01g0374000,Os09g0467100,-0.2327
Os01g0374000,Os09g0567700,-0.1052
Os01g0374000,Os09g0509200,-0.0468
Os01g0374000,Os01g0886600,0.107
Os01g0374000,Os03g0278400,0.1021
Os01g0374000,Os02g0503400,0.0468
Os01g0374000,Os03g0427900,-0.0787
Os01g0374000,Os01g0681900,0.0273
Os01g0374000,Os03g0715500,-0.2049
Os01g0374000,Os03g0363900,-0.3397
Os01g0374000,Os03g0760700,0.0476
Os01g0374000,Os05g0102900,-0.1151
Os01g0374000,Os07g0300900,-0.2475
Os01g0374000,Os02g0739600,-0.1477
Os01g0374000,Os03g0381100,0.026
Os01g0374000,Os03g0281466,-0.2726
Os01g0374000,Os03g0254800,-0.1031
Os01g0374000,Os03g0856400,-0.1237
Os01g0374000,Os11g0153800,0.0491
Os01g0374000,Os08g0493900,0.1096
Os01g0374000,Os11g0629500,-0.2802
Os01g0374000,Os08g0540100,-0.053
Os01g0374000,Os02g0265400,0.0812
Os01g0374000,Os01g0229200,-0.133
Os01g0374000,Os06g0493600,-0.1347
Os01g0374000,Os03g0801600,-0.0599
Os01g0374000,Os12g0500700,0.1761
Os01g0374000,Os11g0309000,-0.1761
Os01g0374000,Os03g0290500,-0.1183
Os01g0374000,Os03g0108400,0.0727
Os01g0374000,Os04g0620400,-0.0293
Os01g0374000,Os05g0592500,-0.3865
Os01g0374000,Os09g0568400,4.00E-04
Os01g0374000,Os03g0234200,-0.0049
Os01g0374000,Os02g0666800,-0.0436
Os01g0374000,Os03g0186800,0.0325
Os01g0374000,Os03g0191400,0.119
Os01g0374000,Os07g0496000,-0.061
Os01g0374000,Os07g0563700,0.0763
Os01g0374000,Os03g0223700,-0.3482
Os01g0374000,Os03g0262900,0.0989
Os01g0374000,Os08g0206600,-0.0625
Os01g0374000,Os03g0748400,-0.0611
Os01g0374000,Os03g0780800,0.2249
Os01g0374000,Os02g0105200,0.1972
Os01g0374000,Os03g0195200,-0.0606
Os01g0374000,Os03g0666500,-0.0638
Os01g0374000,Os01g0276100,-0.0263
Os01g0374000,Os03g0157900,0.0582
Os01g0374000,Os05g0511500,0.2739
Os01g0374000,Os07g0659100,0.0441
Os01g0374000,Os01g0681400,-0.1803
Os01g0374000,Os04g0484900,0.2048
Os01g0374000,Os01g0764400,-0.0472
Os01g0374000,Os06g0133800,-0.2693
Os03g0391000,Os03g0254800,-0.2324
Os03g0391000,Os01g0764400,-0.2847
Os12g0168200,Os07g0512200,-0.2404
Os12g0168200,Os07g0405100,0.2171
Os12g0168200,Os11g0127900,0.2589
Os12g0168200,Os12g0124200,0.2978
Os12g0168200,Os03g0174600,0.1095
Os12g0168200,Os03g0760700,0.5037
Os12g0168200,Os01g0925000,0.195
Os12g0168200,Os12g0535900,0.3373
Os12g0168200,Os06g0136500,0.2453
Os12g0168200,Os07g0262200,0.5274
Os12g0168200,Os04g0459600,0.2862
Os12g0168200,Os04g0620400,0.3928
Os12g0168200,Os05g0592500,0.2071
Os12g0168200,Os07g0617800,0.5506
Os12g0168200,Os04g0403500,-0.2694
Os12g0168200,Os01g0686800,0.4858
Os12g0168200,Os08g0322600,0.3591
Os12g0168200,Os12g0183300,-0.0686
Os12g0168200,Os02g0608400,0.3413
Os12g0168200,Os10g0564900,0.3022
Os12g0168200,Os12g0579000,0.0643
Os12g0168200,Os02g0234800,0.4824
Os12g0168200,Os01g0527700,0.1012
Os12g0168200,Os04g0656100,-0.4671
Os12g0168200,Os01g0574500,-0.1061
Os12g0168200,Os09g0241100,0.4393
Os12g0168200,Os04g0629700,0.0528
Os01g0209000,Os08g0199300,0.3927
Os01g0209000,Os03g0101600,0.0258
Os01g0209000,Os07g0479300,0.3882
Os01g0209000,Os07g0622100,0.4332
Os01g0209000,Os09g0509200,0.2656
Os01g0209000,Os01g0886600,0.0672
Os01g0209000,Os08g0309300,0.3854
Os01g0209000,Os06g0237200,0.205
Os01g0209000,Os02g0534800,0.3993
Os01g0209000,Os01g0665400,-0.1486
Os01g0209000,Os01g0565600,-0.0076
Os01g0209000,Os05g0489600,0.2548
Os01g0209000,Os08g0116500,0.4185
Os01g0209000,Os03g0715500,0.2408
Os01g0209000,Os03g0773150,0.5318
Os01g0209000,Os04g0574600,0.0394
Os01g0209000,Os01g0673600,0.0854
Os01g0209000,Os02g0245100,-0.1408
Os01g0209000,Os03g0760700,0.1615
Os01g0209000,Os08g0500100,-0.094
Os01g0209000,Os09g0514900,-0.007
Os01g0209000,Os05g0477300,0.3971
Os01g0209000,Os09g0246200,0.0719
Os01g0209000,Os12g0535900,0.2439
Os01g0209000,Os03g0856400,0.28
Os01g0209000,Os09g0297100,0.3297
Os01g0209000,Os04g0684800,-0.0057
Os01g0209000,Os06g0136500,0.3364
Os01g0209000,Os03g0815900,0.1379
Os01g0209000,Os01g0140500,0.2957
Os01g0209000,Os03g0818400,0.2349
Os01g0209000,Os01g0834500,0.424
Os01g0209000,Os12g0136200,0.489
Os01g0209000,Os02g0265400,0.2429
Os01g0209000,Os05g0549600,-0.1881
Os01g0209000,Os05g0383000,-0.1433
Os01g0209000,Os02g0757900,0.2736
Os01g0209000,Os03g0701500,0.115
Os01g0209000,Os07g0134800,-0.0235
Os01g0209000,Os08g0485400,-0.1608
Os01g0209000,Os03g0108400,0.3578
Os01g0209000,Os02g0537700,0.2476
Os01g0209000,Os03g0794700,0.406
Os01g0209000,Os10g0467200,0.0816
Os01g0209000,Os01g0958900,0.3909
Os01g0209000,Os01g0266800,-0.0695
Os01g0209000,Os05g0274200,0.1936
Os01g0209000,Os01g0847700,0.2554
Os01g0209000,Os10g0184300,0.3643
Os01g0209000,Os09g0241100,0.2759
Os11g0181700,Os05g0518600,-0.308
Os11g0181800,Os05g0518600,-0.1243
Os11g0181700,Os05g0446300,-0.2585
Os11g0181800,Os05g0446300,-0.2561
Os11g0181700,Os03g0427900,-0.3249
Os11g0181800,Os03g0427900,-0.345
Os11g0181700,Os02g0149800,0.2657
Os11g0181800,Os02g0149800,0.2712
Os11g0181700,Os01g0925000,-0.1125
Os11g0181800,Os01g0925000,-0.3396
Os11g0181700,Os03g0381200,-0.0229
Os11g0181800,Os03g0381200,-0.2735
Os11g0181700,Os04g0559800,-0.0526
Os11g0181800,Os04g0559800,-0.2492
Os11g0181700,Os02g0802400,0.1987
Os11g0181800,Os02g0802400,0.3069
Os11g0181700,Os04g0485200,-0.3082
Os11g0181800,Os04g0485200,-0.4748
Os11g0181700,Os06g0133800,0.5486
Os11g0181800,Os06g0133800,0.5325
Os03g0101900,Os07g0158200,0.3446
Os03g0101900,Os01g0616900,0.2075
Os03g0101900,Os12g0556600,0.2811
Os03g0101900,Os01g0687500,0.1649
Os03g0101900,Os01g0177200,0.1923
Os03g0101900,Os05g0518600,-0.209
Os03g0101900,Os08g0248900,0.0629
Os03g0101900,Os01g0886600,-0.1998
Os03g0101900,Os05g0446300,0.1415
Os03g0101900,Os02g0503400,0.1182
Os03g0101900,Os12g0485000,0.4385
Os03g0101900,Os03g0715500,0.0867
Os03g0101900,Os02g0149800,-0.3559
Os03g0101900,Os04g0195000,-0.0427
Os03g0101900,Os01g0673600,-0.2337
Os03g0101900,Os03g0363900,0.304
Os03g0101900,Os03g0286900,-0.3566
Os03g0101900,Os02g0510100,0.0729
Os03g0101900,Os04g0388900,0.1834
Os03g0101900,Os02g0761400,0.2234
Os03g0101900,Os12g0563500,0.3688
Os03g0101900,Os06g0183800,0.1952
Os03g0101900,Os02g0739600,-0.3395
Os03g0101900,Os01g0550100,0.1171
Os03g0101900,Os12g0535900,-0.0176
Os03g0101900,Os08g0196700,0.069
Os03g0101900,Os01g0960300,0.2234
Os03g0101900,Os03g0773600,-0.0105
Os03g0101900,Os01g0976000,0.1105
Os03g0101900,Os09g0297100,-0.278
Os03g0101900,Os04g0684800,-0.1296
Os03g0101900,Os09g0373000,-0.3524
Os03g0101900,Os06g0136500,-0.0047
Os03g0101900,Os01g0815800,0.0749
Os03g0101900,Os07g0224000,0.0763
Os03g0101900,Os10g0578900,0.0204
Os03g0101900,Os04g0503700,0.2488
Os03g0101900,Os05g0549600,-0.1433
Os03g0101900,Os03g0805400,-0.2905
Os03g0101900,Os04g0620400,0.2935
Os03g0101900,Os05g0592500,0.2226
Os03g0101900,Os07g0123700,0.0747
Os03g0101900,Os11g0309000,0.0952
Os03g0101900,Os03g0290500,0.0215
Os03g0101900,Os02g0134300,-0.0328
Os03g0101900,Os02g0175000,-0.0783
Os03g0101900,Os04g0607600,-0.0892
Os03g0101900,Os08g0152000,-0.1344
Os03g0101900,Os02g0470400,0.2684
Os03g0101900,Os03g0186800,-0.058
Os03g0101900,Os03g0191400,-0.3786
Os03g0101900,Os07g0496000,-0.0785
Os03g0101900,Os01g0747500,0.0296
Os03g0101900,Os03g0262900,-0.1029
Os03g0101900,Os07g0206700,-0.1479
Os03g0101900,Os01g0227300,-0.395
Os03g0101900,Os01g0839700,-0.4266
Os03g0101900,Os05g0207500,0.2869
Os03g0101900,Os03g0780800,-0.0412
Os03g0101900,Os05g0389500,0.0183
Os03g0101900,Os02g0105200,-0.067
Os03g0101900,Os04g0482700,0.3012
Os03g0101900,Os04g0304200,0.0373
Os03g0101900,Os01g0835000,0.1091
Os03g0101900,Os12g0165000,0.0851
Os03g0101900,Os02g0608400,0.463
Os03g0101900,Os09g0515800,-0.0946
Os03g0101900,Os03g0666500,-0.3384
Os03g0101900,Os04g0429800,0.0653
Os03g0101900,Os11g0181700,0.1159
Os03g0101900,Os11g0181800,0.0262
Os03g0101900,Os10g0495300,-0.2709
Os03g0101900,Os03g0742400,-0.3226
Os03g0101900,Os03g0337900,-0.0822
Os03g0101900,Os01g0895500,0.037
Os03g0101900,Os07g0659100,0.2039
Os03g0101900,Os02g0612300,0.1838
Os03g0101900,Os04g0660200,-0.1457
Os03g0101900,Os01g0180800,-0.0875
Os03g0101900,Os03g0684400,-0.1631
Os03g0101900,Os11g0525800,0.2119
Os03g0101900,Os11g0673100,-0.3004
Os03g0101900,Os01g0931300,0.3856
Os03g0650700,Os03g0139100,0.0131
Os03g0650700,Os02g0814700,0.203
Os03g0650700,Os10g0466700,0.1987
Os03g0650700,Os05g0518600,0.1157
Os03g0650700,Os06g0693500,0.4211
Os03g0650700,Os05g0220100,0.2275
Os03g0650700,Os03g0427900,0.1361
Os03g0650700,Os04g0429200,-0.1046
Os03g0650700,Os03g0170600,0.1985
Os03g0650700,Os04g0195000,0.0661
Os03g0650700,Os03g0363900,0.0193
Os03g0650700,Os01g0925000,0.2333
Os03g0650700,Os01g0100900,-0.277
Os03g0650700,Os02g0745700,-0.6348
Os03g0650700,Os03g0381100,0.2799
Os03g0650700,Os02g0762300,0.0178
Os03g0650700,Os08g0178300,0.3755
Os03g0650700,Os01g0976000,-0.0403
Os03g0650700,Os05g0144000,0.3172
Os03g0650700,Os07g0301200,0.3856
Os03g0650700,Os02g0480900,0.362
Os03g0650700,Os04g0619500,0.3503
Os03g0650700,Os05g0549600,-0.0246
Os03g0650700,Os03g0243300,0.0224
Os03g0650700,Os06g0493600,-0.469
Os03g0650700,Os05g0223300,0.1751
Os03g0650700,Os04g0486950,0.1807
Os03g0650700,Os03g0667800,0.577
Os03g0650700,Os03g0805400,0.312
Os03g0650700,Os07g0134800,-0.0538
Os03g0650700,Os02g0680400,0.0238
Os03g0650700,Os03g0766900,0.3841
Os03g0650700,Os02g0134300,-0.0138
Os03g0650700,Os12g0609500,-0.4742
Os03g0650700,Os12g0613500,0.6196
Os03g0650700,Os01g0920400,0.2473
Os03g0650700,Os07g0674200,0.18
Os03g0650700,Os03g0191400,-0.1603
Os03g0650700,Os07g0496000,0.2099
Os03g0650700,Os06g0728800,0.507
Os03g0650700,Os06g0182300,0.091
Os03g0650700,Os07g0563700,0.6235
Os03g0650700,Os03g0223700,-0.2639
Os03g0650700,Os12g0574900,0.3473
Os03g0650700,Os01g0227300,-0.2001
Os03g0650700,Os03g0334000,0.3018
Os03g0650700,Os07g0680900,-0.1213
Os03g0650700,Os11g0127900,0.1906
Os03g0650700,Os12g0124200,0.1807
Os03g0650700,Os02g0595500,0.5079
Os03g0650700,Os06g0208700,0.2098
Os03g0650700,Os07g0603100,0.7078
Os03g0650700,Os08g0154600,0.5156
Os03g0650700,Os09g0515800,0.1455
Os03g0650700,Os03g0666500,-0.1294
Os03g0650700,Os02g0714100,0.4112
Os03g0650700,Os11g0181700,-0.4924
Os03g0650700,Os11g0181800,-0.5352
Os03g0650700,Os02g0612300,0.3472
Os03g0650700,Os06g0187100,0.3397
Os03g0650700,Os02g0117800,0.2185
Os03g0650700,Os04g0106300,0.3628
Os03g0650700,Os03g0100400,0.3335
Os03g0650700,Os12g0564600,-0.0669
Os03g0650700,Os05g0219800,0.4379
Os03g0650700,Os09g0347800,0.4275
Os03g0650700,Os06g0167100,0.3069
Os05g0511400,Os02g0489400,0.1794
Os05g0511400,Os04g0349500,0.1592
Os05g0511400,Os01g0925000,0.0424
Os05g0511400,Os09g0246200,-0.291
Os05g0511400,Os03g0801600,0.2484
Os05g0511400,Os03g0285800,0.6259
Os05g0511400,Os06g0154500,0.3826
Os05g0511400,Os03g0321800,-0.0876
Os05g0511400,Os03g0367800,-0.18
Os05g0511400,Os05g0100366,0.331
Os05g0511400,Os05g0557000,0.1857
Os05g0511400,Os11g0525800,-0.0707
Os12g0194700,Os02g0149800,-0.2811
Os12g0194700,Os12g0535900,0.5623
Os12g0194700,Os05g0540100,0.8181
Os12g0194700,Os07g0232200,0.1524
Os12g0194700,Os05g0301700,0.5798
Os12g0194700,Os02g0612300,0.7214
Os02g0649800,Os04g0550400,-0.0866
Os02g0649800,Os12g0613500,-0.0171
Os02g0649800,Os03g0811300,-0.0255
Os02g0649800,Os03g0783700,-0.0464
Os02g0649800,Os09g0515800,-0.1754
Os01g0868300,Os07g0134800,0.1567
Os01g0868300,Os01g0148000,-0.0303
Os03g0748200,Os01g0687500,-0.0877
Os03g0748200,Os04g0502300,0.6516
Os03g0748200,Os09g0509200,0.576
Os03g0748200,Os12g0174800,-0.1079
Os03g0748200,Os01g0789100,0.2508
Os03g0748200,Os08g0116500,0.4799
Os03g0748200,Os04g0195000,0.5067
Os03g0748200,Os07g0608800,0.0255
Os03g0748200,Os02g0510100,0.406
Os03g0748200,Os04g0388900,0.2965
Os03g0748200,Os04g0118400,0.5922
Os03g0748200,Os02g0284600,0.4291
Os03g0748200,Os07g0529000,-0.0647
Os03g0748200,Os02g0229000,0.6114
Os03g0748200,Os06g0555400,0.5176
Os03g0748200,Os12g0535900,0.6899
Os03g0748200,Os01g0976000,0.1752
Os03g0748200,Os03g0856400,0.5668
Os03g0748200,Os05g0519800,0.2084
Os03g0748200,Os10g0406800,0.4928
Os03g0748200,Os03g0108000,0.3244
Os03g0748200,Os01g0682500,-0.2005
Os03g0748200,Os02g0815600,0.3188
Os03g0748200,Os05g0275700,0.315
Os03g0748200,Os02g0146600,0.6275
Os03g0748200,Os06g0701100,0.5517
Os03g0748200,Os09g0505700,0.448
Os03g0748200,Os04g0559800,0.1693
Os03g0748200,Os03g0292200,0.0601
Os03g0748200,Os07g0134800,-0.1544
Os03g0748200,Os05g0540100,0.448
Os03g0748200,Os02g0622300,0.579
Os03g0748200,Os08g0120000,0.5542
Os03g0748200,Os03g0186800,0.4288
Os03g0748200,Os06g0216800,0.3152
Os03g0748200,Os07g0563700,0.3913
Os03g0748200,Os05g0176500,0.3956
Os03g0748200,Os02g0537700,0.0108
Os03g0748200,Os08g0407000,-0.12
Os03g0748200,Os07g0495900,0.5684
Os03g0748200,Os01g0958900,0.1669
Os03g0748200,Os05g0357700,0.1215
Os03g0748200,Os04g0482700,0.2097
Os03g0748200,Os07g0150100,-0.0147
Os03g0748200,Os05g0301700,0.4978
Os03g0748200,Os03g0666500,0.3423
Os03g0748200,Os10g0495300,0.0841
Os03g0748200,Os03g0337900,0.5038
Os03g0748200,Os01g0681400,-0.167
Os03g0748200,Os01g0180800,0.3971
Os03g0748200,Os01g0574500,0.464
Os03g0748200,Os11g0525800,0.3404
Os03g0748200,Os06g0133800,-0.0122
Os02g0105200,Os03g0207900,0.3945
Os02g0105200,Os01g0673600,0.1987
Os02g0105200,Os04g0394200,0.6877
Os02g0105200,Os07g0300900,0.1613
Os02g0105200,Os03g0254800,-0.0187
Os02g0105200,Os02g0621700,0.4194
Os02g0105200,Os02g0290600,0.6408
Os02g0105200,Os05g0549600,-0.0727
Os02g0105200,Os08g0407000,-0.5133
Os02g0105200,Os10g0467200,-0.0851
Os02g0105200,Os03g0684400,-0.4162
Os02g0595500,Os03g0715500,0.4268
Os02g0595500,Os05g0573200,0.2822
Os02g0595500,Os07g0694800,-0.3801
Os02g0595500,Os04g0544200,-0.3496
Os02g0595500,Os05g0398000,0.2839
Os02g0595500,Os03g0292200,0.2018
Os02g0595500,Os09g0543400,-0.0251
